county,year,all_crimes,all_index_crimes,person_index_crimes,property_index_crimes,all_person_crimes,all_property_crimes,all_behavior_crimes,aggravated_assault,arson,burglary,curfew,disorderly_conduct,drugs,duii,embezzlement,family,forgery,fraud,gambling,kidnapping,larceny,liquor,motor_vehicle_theft,murder,negligent_homicide,other_behavior,other_sex_crimes,prostitution,rape,robbery,runaway,simple_assault,stolen_property,vandalism,weapons,all_crimes_rate
Baker,1991,844,167,14,153,116,281,447,13,0,45,54,29,21,114,0,2,5,71,0,0,88,98,20,1,0,92,13,0,0,0,25,89,0,52,12,5417
Baker,1992,944,193,25,168,133,257,554,16,3,40,48,30,28,118,0,6,9,42,0,0,113,125,15,2,0,131,29,1,5,2,52,79,0,35,15,5955.7
Baker,1993,957,211,22,189,157,305,495,11,6,41,38,47,56,131,0,6,13,42,0,0,128,79,20,1,0,91,23,0,3,7,37,112,5,50,10,5918.3
Baker,1994,1020,231,10,221,175,350,495,7,4,51,53,41,41,63,0,3,12,64,0,0,156,100,14,0,0,140,21,0,1,2,39,144,0,49,15,6212.2
Baker,1995,985,238,26,212,190,325,470,18,5,31,38,44,52,72,0,7,8,50,0,0,157,69,24,0,0,116,11,1,0,8,54,153,4,46,17,5905.5
Baker,1996,1171,296,21,275,205,400,566,19,1,60,58,23,35,136,0,10,13,52,0,2,190,120,25,0,0,121,11,0,0,2,52,171,4,55,11,7037.1
Baker,1997,1124,244,22,222,167,324,633,17,2,44,26,44,43,143,0,9,20,33,0,0,159,137,19,0,0,167,17,0,1,4,49,128,2,45,15,6718.7
Baker,1998,1216,242,31,211,218,346,652,23,2,33,33,44,48,147,0,22,17,37,0,3,151,123,27,0,0,158,13,0,1,7,63,171,0,79,14,7229.5
Baker,1999,832,173,27,146,133,248,451,23,6,30,3,34,63,98,0,9,11,45,0,1,98,82,18,1,0,96,8,0,0,3,58,97,2,38,8,4975.9
Baker,2000,877,111,11,100,130,230,517,10,10,21,13,60,72,137,0,24,8,80,0,4,65,93,14,0,0,101,12,1,0,1,8,103,0,32,8,5243.3
Baker,2001,965,138,23,115,147,221,597,18,6,20,8,42,137,105,0,18,10,56,0,1,80,90,15,0,0,160,23,1,5,0,9,100,0,34,27,5796.2
Baker,2002,959,128,22,106,174,189,596,17,7,14,3,62,144,133,0,8,4,26,0,1,73,109,19,0,0,100,19,1,1,4,13,132,1,45,23,5770.7
Baker,2003,926,128,20,108,128,178,620,15,10,12,9,55,131,142,0,10,5,21,0,0,73,99,23,0,0,149,7,0,2,3,11,101,2,32,14,5650.6
Baker,2004,741,88,11,77,106,136,499,6,1,14,5,46,105,100,0,12,12,7,0,0,50,79,13,0,0,136,11,0,2,3,2,84,4,35,14,4516.3
Baker,2005,649,103,10,93,74,146,429,3,3,17,8,29,101,89,0,5,4,13,0,1,55,48,21,0,0,139,5,0,2,5,1,58,6,27,9,3975.1
Baker,2006,706,71,19,52,54,108,544,16,1,9,1,23,104,98,0,5,8,19,0,1,34,53,9,1,0,250,12,1,1,1,0,22,2,26,9,4340.2
Baker,2007,560,77,38,39,62,63,435,37,2,9,1,15,114,94,0,2,3,13,0,0,23,56,7,0,0,142,6,0,0,1,0,18,2,4,11,3456.9
Baker,2008,475,34,12,22,39,45,391,11,2,9,0,4,68,63,0,8,1,15,0,0,10,53,3,0,0,178,12,0,0,1,1,15,1,4,16,2934.5
Baker,2009,337,9,3,6,9,8,320,3,0,0,0,6,50,62,0,1,0,2,0,0,5,21,1,0,0,172,0,1,0,0,0,6,0,0,7,2086.5
Baker,2010,319,14,4,10,12,17,290,1,1,5,0,7,24,59,0,0,0,4,0,0,4,22,1,1,0,174,5,0,1,1,0,3,0,2,4,1940.4
Baker,2011,405,8,3,5,16,16,373,0,0,2,0,4,58,79,0,4,3,7,0,0,1,22,2,0,0,203,1,0,3,0,0,12,0,1,3,2497.8
Baker,2012,225,4,1,3,1,7,217,0,0,2,0,5,35,35,0,0,1,2,1,0,0,29,1,0,0,111,0,0,1,0,0,0,0,1,1,1388.1
Benton,1991,2502,597,52,545,362,728,1412,22,8,141,27,40,59,402,2,6,36,38,3,4,369,554,35,0,1,187,27,0,16,14,107,278,31,68,27,3501.6
Benton,1992,2851,611,61,550,403,770,1678,26,15,99,34,53,99,527,1,6,45,41,0,0,406,514,45,1,1,267,30,1,12,22,138,311,26,92,39,3933.3
Benton,1993,2686,634,75,559,455,812,1419,38,13,126,52,40,85,444,0,2,53,47,0,3,377,384,56,3,0,282,22,0,17,17,89,355,30,110,41,3637.6
Benton,1994,2526,584,51,533,461,781,1284,29,12,98,47,69,118,406,1,1,34,50,0,0,390,272,45,3,0,261,21,1,9,10,58,389,38,113,51,3355
Benton,1995,2688,584,55,529,420,760,1508,26,9,108,27,47,194,433,1,12,42,36,0,0,377,241,44,2,0,453,29,0,7,20,39,336,33,110,62,3524.2
Benton,1996,3439,591,44,547,347,790,2302,24,5,102,37,60,191,601,2,16,39,51,0,0,398,400,47,1,0,894,30,0,6,13,64,273,27,119,39,4437.9
Benton,1997,3356,612,42,570,325,829,2202,19,16,117,36,60,145,474,0,13,66,33,0,2,385,600,68,0,1,756,30,1,14,9,71,250,31,113,46,4291.2
Benton,1998,3285,528,47,481,365,779,2141,30,21,64,23,88,210,495,1,20,74,42,0,1,356,686,61,0,0,525,36,0,5,12,49,281,21,139,45,4180.1
Benton,1999,3118,514,60,454,378,698,2042,39,9,87,41,65,210,468,2,6,36,53,0,3,330,661,37,3,0,520,42,2,5,13,23,273,34,110,46,3995.4
Benton,2000,3626,552,55,497,381,813,2432,28,7,88,12,82,386,309,5,26,75,54,0,3,353,870,56,0,0,653,38,1,12,15,49,285,36,139,44,4628.7
Benton,2001,4031,493,77,416,439,696,2896,63,9,74,18,238,321,319,3,10,67,43,0,1,307,1264,35,0,4,625,52,0,3,11,67,305,15,143,34,5117
Benton,2002,3992,622,96,526,410,804,2778,78,14,92,5,333,379,330,2,29,50,61,0,0,398,1035,36,1,0,513,38,0,5,12,85,276,17,134,69,5019.1
Benton,2003,4241,443,48,395,297,724,3220,34,14,44,15,387,377,436,4,16,36,94,0,10,316,1189,35,0,1,682,32,0,2,12,66,206,19,162,52,5300.7
Benton,2004,4506,470,89,381,354,677,3475,65,11,75,7,426,368,609,4,16,36,75,0,2,286,1235,20,3,0,719,48,0,6,15,53,215,26,144,42,5554.7
Benton,2005,4808,571,87,484,395,803,3610,62,6,71,7,337,470,496,4,16,41,50,1,4,380,1296,33,2,1,883,34,1,5,18,39,269,29,189,64,5858.2
Benton,2006,4792,512,98,414,338,725,3729,71,6,61,10,309,521,664,3,26,27,92,0,0,327,1307,26,2,1,777,34,0,6,19,33,205,24,159,82,5757.5
Benton,2007,3556,403,79,324,254,482,2820,52,7,41,13,194,469,391,1,11,15,47,0,0,258,1062,25,5,1,565,27,1,3,19,51,147,13,75,63,4220
Benton,2008,3044,492,76,416,236,612,2196,61,7,49,18,242,366,249,0,6,12,45,0,1,348,640,19,1,0,591,22,1,10,4,31,137,20,112,52,3583.4
Benton,2009,3037,406,58,348,208,541,2288,39,3,44,11,216,354,300,0,9,12,62,0,4,295,678,9,1,0,604,8,3,3,15,68,138,26,90,45,3555.5
Benton,2010,3316,373,54,319,207,500,2609,36,8,33,21,316,461,394,1,21,3,52,0,2,267,700,19,0,0,592,22,3,9,9,65,129,10,107,36,3811.3
Benton,2011,3620,478,55,423,232,625,2763,37,4,67,16,267,501,352,1,23,9,56,0,6,340,879,16,2,0,596,32,0,4,12,76,139,17,115,53,4209.7
Benton,2012,3260,469,54,415,187,576,2497,35,4,51,6,275,454,383,0,10,5,48,0,0,345,717,19,0,1,594,34,2,11,8,28,98,13,91,28,3756.6
Clackamas,1991,8333,2355,172,2183,1342,2588,4403,108,47,211,122,170,270,1783,5,16,38,39,0,4,1842,1336,130,2,0,491,81,0,20,42,134,1085,30,246,81,2885.7
Clackamas,1992,8511,2230,165,2065,1434,2541,4536,92,54,237,127,226,320,1789,11,1,48,60,0,3,1662,1118,166,7,0,687,54,4,11,55,168,1212,41,262,96,2870.5
Clackamas,1993,9256,2952,235,2717,1672,3221,4363,146,47,307,100,137,345,1870,6,12,72,79,0,1,2214,885,196,11,1,776,65,8,18,60,138,1370,31,269,92,3053
Clackamas,1994,10019,3112,268,2844,1742,3378,4899,160,47,189,157,146,598,1819,9,12,99,58,0,9,2347,957,308,17,0,856,70,9,10,81,182,1395,33,288,163,3242
Clackamas,1995,10601,3370,305,3065,1857,3638,5106,159,41,242,129,174,722,1880,1,28,127,81,0,2,2454,1003,369,23,0,804,100,3,16,107,175,1450,35,288,188,3368.5
Clackamas,1996,12330,3612,282,3330,1917,4000,6413,144,35,252,276,174,859,2493,0,39,138,73,0,4,2784,1214,294,9,0,931,103,5,22,107,280,1528,45,379,142,3827.3
Clackamas,1997,11755,3325,292,3033,1850,3673,6232,165,39,260,265,171,707,2121,0,26,171,65,0,4,2458,1221,315,11,0,1226,95,2,17,99,349,1459,29,336,144,3576.2
Clackamas,1998,10562,2988,256,2732,1702,3291,5569,136,20,236,269,150,625,2206,2,50,194,56,0,1,2287,933,209,6,0,973,98,9,14,100,237,1347,35,252,117,3173.2
Clackamas,1999,9382,2608,222,2386,1459,2900,5023,114,17,203,151,109,721,2056,1,26,195,63,0,3,1984,770,199,8,0,864,77,4,15,85,212,1157,20,218,110,2791.8
Clackamas,2000,9392,2303,210,2093,1483,2657,5252,116,23,182,146,118,881,1984,0,39,198,72,0,6,1767,807,144,8,0,959,105,5,18,68,195,1162,25,246,118,2768.1
Clackamas,2001,12600,2998,298,2700,1900,3426,7274,172,21,268,250,175,1261,2920,1,62,279,107,1,6,2183,924,249,10,0,1325,131,0,33,83,215,1465,32,286,141,3660
Clackamas,2002,9805,2221,185,2036,1249,2598,5958,86,23,210,141,179,1096,2541,3,56,193,76,0,2,1655,731,171,6,1,934,84,3,10,83,165,977,29,238,112,2805.9
Clackamas,2003,9106,2257,164,2093,1090,2624,5392,85,20,180,150,187,951,2123,4,41,114,107,0,4,1724,743,189,9,0,909,109,3,20,50,195,813,34,252,90,2590.6
Clackamas,2004,8792,2165,190,1975,1125,2462,5205,103,28,204,172,146,958,1984,2,34,133,90,0,2,1588,687,183,3,0,925,128,3,19,65,188,805,23,211,108,2485.1
Clackamas,2005,8787,2044,154,1890,1035,2517,5235,78,12,143,158,156,1167,1617,0,40,91,86,0,1,1573,814,174,8,0,979,102,1,18,50,203,778,204,234,100,2452.4
Clackamas,2006,7422,1583,147,1436,865,2153,4404,70,30,138,124,156,820,1583,0,20,68,62,0,1,1222,715,76,10,0,725,70,2,15,52,159,647,320,237,100,2042
Clackamas,2007,8983,1796,165,1631,1052,2296,5635,87,20,149,173,178,805,1971,0,28,83,56,0,1,1401,1190,81,6,0,1027,139,3,22,50,158,747,265,241,102,2439.6
Clackamas,2008,10640,2621,240,2381,1488,2895,6257,129,22,187,125,182,777,2664,0,37,89,99,0,2,2088,982,106,17,0,1201,174,18,15,79,176,1072,15,289,95,2859.5
Clackamas,2009,8057,1996,214,1782,1219,2139,4699,93,17,144,179,145,691,1775,0,26,47,68,0,0,1576,753,62,6,1,849,107,63,11,104,147,897,9,216,71,2149.9
Clackamas,2010,11245,3364,278,3086,1695,3722,5828,134,6,242,128,302,767,2553,0,48,102,143,0,1,2636,548,208,18,0,1239,194,6,16,110,110,1222,11,374,127,2945.6
Clackamas,2011,10783,3020,240,2780,1681,3363,5739,132,8,232,109,323,688,2611,0,42,104,146,0,2,2398,330,150,12,0,1363,177,8,12,84,110,1262,16,309,155,2849.1
Clackamas,2012,9419,2602,186,2416,1368,2971,5080,88,13,176,77,303,592,2240,0,8,81,168,0,0,2082,274,158,4,0,1318,134,6,21,73,123,1048,14,279,139,2467.8
Clatsop,1991,2698,338,45,293,323,461,1914,30,12,66,29,155,146,689,0,8,12,21,0,0,182,524,45,1,1,293,30,0,3,11,38,247,14,109,32,7975.4
Clatsop,1992,2761,398,37,361,325,490,1946,26,6,51,41,152,121,586,0,7,8,6,0,2,255,616,55,0,0,363,29,0,4,7,32,257,3,106,28,8056.5
Clatsop,1993,2662,447,40,407,368,537,1757,28,5,59,25,135,129,548,0,5,15,13,0,1,304,549,44,0,0,298,23,0,3,9,43,304,6,91,25,7680.5
Clatsop,1994,2757,374,32,342,265,473,2019,24,5,72,52,136,260,571,0,1,13,23,0,1,212,591,58,1,0,321,14,0,1,6,46,218,9,81,41,7829.9
Clatsop,1995,3231,520,60,460,333,621,2277,41,8,80,66,169,300,548,1,16,24,25,1,6,327,658,53,5,0,428,16,1,4,10,36,251,14,89,54,9119.2
Clatsop,1996,3043,523,77,446,338,604,2101,51,19,98,30,182,216,421,0,14,27,9,0,1,291,781,57,0,1,382,18,0,7,19,40,241,6,97,35,8615.5
Clatsop,1997,2857,368,36,332,280,488,2089,24,3,63,23,162,185,428,0,11,40,24,1,2,230,750,39,0,2,462,15,0,6,6,44,225,5,84,23,8018.7
Clatsop,1998,2728,380,44,336,278,465,1985,34,7,57,20,161,133,465,0,26,17,21,0,5,250,623,29,0,1,500,15,1,4,6,28,213,2,82,28,7665.1
Clatsop,1999,2523,290,51,239,239,357,1927,44,4,36,44,108,125,440,0,8,14,35,0,0,166,760,37,1,0,384,9,0,0,6,43,179,2,63,15,7091.2
Clatsop,2000,2838,298,51,247,244,367,2227,37,22,49,46,165,253,445,0,10,19,20,0,0,178,846,20,0,0,381,23,0,4,10,45,170,5,54,36,7957.1
Clatsop,2001,2638,280,46,234,241,348,2049,35,21,47,65,142,251,493,0,12,27,17,0,2,166,599,21,1,0,414,29,0,3,7,48,164,5,44,25,7386.4
Clatsop,2002,3048,339,44,295,193,439,2416,32,13,52,58,157,336,482,0,37,37,28,0,3,224,868,19,0,0,398,13,0,2,10,50,133,4,62,30,8493.8
Clatsop,2003,2618,331,40,291,217,413,1988,29,7,61,64,196,240,415,2,22,19,17,0,4,205,498,25,0,0,469,23,0,6,5,57,150,14,63,27,7271.8
Clatsop,2004,2710,334,35,299,208,434,2068,25,19,46,32,218,312,431,0,19,22,39,0,1,223,585,30,0,0,374,24,0,2,8,64,148,3,52,33,7523.5
Clatsop,2005,2506,284,27,257,223,393,1890,15,23,42,39,181,341,394,0,9,22,33,0,1,184,497,31,0,0,359,25,0,2,10,47,170,3,55,23,6926.7
Clatsop,2006,2513,296,27,269,215,382,1916,23,9,50,35,223,344,407,0,12,20,17,0,1,196,486,23,1,1,320,16,0,2,1,49,170,1,66,40,6884.4
Clatsop,2007,2473,328,54,274,243,398,1832,45,9,40,57,207,278,391,0,13,15,19,0,0,223,525,11,0,0,305,14,0,3,6,32,175,4,77,24,6716.8
Clatsop,2008,2205,384,44,340,201,453,1551,28,16,35,34,196,243,344,1,5,13,21,0,0,285,430,20,0,0,242,11,0,2,14,23,146,2,60,34,5961.1
Clatsop,2009,2224,444,38,406,246,504,1474,23,8,36,26,223,230,310,1,10,9,24,0,0,360,369,10,1,0,271,14,0,1,13,14,194,2,54,21,6002.4
Clatsop,2010,1976,312,23,289,203,396,1377,13,3,56,22,216,260,194,1,5,8,17,0,0,223,326,10,0,0,296,14,0,5,5,39,166,11,67,19,5219.1
Clatsop,2011,1789,295,21,274,176,327,1286,17,3,32,8,192,292,232,1,5,9,4,0,0,220,253,22,0,0,259,10,1,0,4,17,145,1,35,27,4816.4
Clatsop,2012,1786,298,35,263,158,316,1312,28,2,22,13,214,286,260,1,9,7,8,0,0,226,238,15,0,0,261,18,0,0,7,14,105,1,34,17,4802.3
Columbia,1991,2286,302,22,280,201,396,1689,16,6,44,42,113,108,564,0,6,6,29,0,0,208,420,28,2,0,378,11,0,1,3,31,168,4,71,27,5943.7
Columbia,1992,2177,291,19,272,228,390,1559,12,20,50,45,103,74,469,0,3,14,18,0,0,201,353,21,0,1,420,14,0,3,4,62,194,2,64,30,5609.5
Columbia,1993,2072,331,20,311,257,417,1398,14,9,58,47,109,120,523,0,6,22,23,0,0,224,247,29,1,0,281,23,0,3,2,46,214,2,50,19,5253.8
Columbia,1994,2266,335,19,316,301,441,1524,13,5,53,68,117,134,488,0,4,5,20,0,1,241,270,22,0,0,339,16,0,3,3,67,265,0,95,37,5682
Columbia,1995,2450,350,28,322,289,435,1726,17,11,60,112,147,178,494,0,2,11,16,0,1,229,277,33,0,1,427,8,0,4,7,63,251,1,74,26,6046.5
Columbia,1996,2516,304,29,275,288,381,1847,25,10,52,34,102,171,544,1,7,10,18,0,0,202,393,21,0,0,500,21,0,1,3,70,238,0,67,26,6080.1
Columbia,1997,2120,261,22,239,265,348,1507,17,6,43,78,89,153,403,0,9,6,28,0,2,187,258,9,0,1,422,9,0,2,3,77,231,4,65,18,5052.2
Columbia,1998,2197,295,13,282,248,368,1581,8,9,35,34,122,100,386,0,20,9,16,0,2,214,370,33,1,1,457,32,0,1,3,64,200,3,49,28,5146.2
Columbia,1999,2172,183,10,173,250,245,1677,3,3,29,34,166,135,405,0,5,3,15,0,0,132,364,12,3,0,512,12,0,2,2,38,228,1,50,18,5018.3
Columbia,2000,1999,210,16,194,259,293,1447,10,4,38,35,186,183,320,0,8,25,15,0,5,136,269,20,0,0,391,20,0,4,2,36,218,2,53,19,4574.8
Columbia,2001,2229,258,10,248,246,379,1604,8,14,51,53,154,202,343,0,18,16,37,0,0,173,342,24,1,0,445,10,0,0,1,30,226,5,59,17,5017.2
Columbia,2002,2290,279,13,266,284,365,1641,9,9,64,71,175,243,350,0,11,12,27,0,4,176,306,26,0,1,440,12,0,2,2,13,254,3,48,32,5110.8
Columbia,2003,2269,247,25,222,306,350,1613,14,19,70,50,172,251,297,0,24,16,19,0,4,125,330,27,0,0,432,21,0,8,3,13,256,5,69,44,5010.4
Columbia,2004,2234,262,27,235,291,339,1604,22,8,85,45,185,283,240,0,8,23,23,0,3,126,313,24,0,0,454,19,0,1,4,12,242,6,44,64,4855.1
Columbia,2005,1929,191,40,151,261,263,1405,33,11,26,35,94,296,222,0,8,10,17,0,0,114,270,11,0,0,428,8,0,5,2,8,213,1,73,44,4133.6
Columbia,2006,1653,194,55,139,213,210,1230,46,6,23,18,114,254,199,0,5,5,8,0,0,103,228,13,2,0,366,6,0,3,4,3,152,2,50,43,3480.9
Columbia,2007,1745,210,29,181,201,260,1284,26,7,36,22,104,259,221,0,2,5,18,0,0,137,232,8,0,0,388,10,0,1,2,15,162,2,47,41,3623.1
Columbia,2008,1382,171,37,134,185,191,1006,29,7,30,24,60,219,187,0,4,2,5,0,0,96,195,8,0,0,286,9,0,4,4,8,139,9,34,23,2833.7
Columbia,2009,1460,223,40,183,238,237,985,25,11,24,28,77,209,209,1,14,3,9,0,3,146,151,13,1,1,266,10,0,1,13,11,184,0,30,20,2969.2
Columbia,2010,1419,243,29,214,198,262,959,26,0,47,9,99,252,181,1,5,8,7,0,0,163,162,4,0,0,226,16,0,2,1,10,153,0,32,15,2918.8
Columbia,2011,889,121,13,108,104,146,639,9,2,8,8,75,145,157,0,5,0,8,0,0,88,62,12,0,0,170,12,0,4,0,4,79,0,28,13,1791.4
Columbia,2012,1240,188,25,163,157,213,870,16,2,19,4,106,220,208,0,3,7,8,0,0,132,84,12,0,2,228,11,0,6,3,0,119,2,31,17,2495.8
Coos,1991,4497,810,109,701,824,974,2699,72,12,136,18,158,216,974,1,4,30,70,0,6,526,506,39,8,0,409,49,1,12,17,363,660,6,154,50,7366.1
Coos,1992,4337,960,92,868,810,1176,2351,49,10,144,34,137,240,882,1,11,40,80,0,3,676,352,48,4,0,502,35,1,13,26,129,680,7,170,63,6982.6
Coos,1993,4041,936,59,877,779,1146,2116,35,5,127,37,140,253,587,0,17,39,61,0,3,692,331,58,1,1,562,51,1,12,11,129,665,12,152,59,6419.5
Coos,1994,4117,886,75,811,776,1022,2319,43,14,139,71,153,333,584,0,20,27,29,1,2,569,281,103,3,0,648,31,0,11,18,162,668,10,131,66,6509
Coos,1995,4443,888,76,812,796,1053,2594,49,5,115,119,195,434,446,2,19,56,23,0,4,620,350,77,2,0,721,29,2,8,17,247,687,5,150,61,6995.8
Coos,1996,4110,790,61,729,623,956,2531,36,11,99,157,141,331,492,0,14,42,23,0,4,572,509,58,3,1,645,18,0,8,14,199,539,5,146,43,6476.8
Coos,1997,3939,818,64,754,549,948,2442,41,2,127,69,118,383,610,0,19,39,12,0,2,556,361,71,3,0,705,33,0,6,14,127,450,1,140,50,6207
Coos,1998,3623,688,72,616,563,763,2297,46,10,101,33,127,325,560,0,19,34,10,0,7,463,500,52,0,0,595,38,0,5,21,85,446,2,91,53,5731.1
Coos,1999,3342,511,46,465,460,596,2286,36,3,69,22,107,232,762,0,17,36,12,0,3,359,601,37,1,0,415,24,0,2,7,106,387,1,79,24,5316.8
Coos,2000,2855,440,41,399,367,521,1967,16,10,58,36,74,311,543,2,14,10,8,2,0,310,504,31,1,0,367,23,1,4,20,80,303,3,89,35,4547
Coos,2001,2741,374,32,342,386,456,1899,21,5,57,20,66,354,451,0,19,15,19,0,4,264,478,21,1,1,417,17,0,6,4,60,332,2,73,34,4353.5
Coos,2002,2974,420,50,370,411,462,2101,20,4,70,9,77,409,619,0,13,20,24,0,3,274,494,26,1,0,361,19,0,6,23,78,339,2,42,41,4745.4
Coos,2003,3061,371,39,332,427,418,2216,19,10,55,21,99,408,575,1,14,17,11,0,2,248,594,29,0,0,380,24,1,7,13,87,362,6,41,37,4856.5
Coos,2004,2617,313,56,257,419,356,1842,43,15,49,4,125,341,511,0,7,16,9,0,0,177,436,31,0,1,326,18,0,3,10,45,344,4,55,47,4171.2
Coos,2005,2626,304,56,248,446,369,1811,42,17,63,9,137,426,486,1,5,12,15,0,0,155,323,30,2,0,362,17,0,5,7,29,373,10,66,34,4185.5
Coos,2006,2587,275,53,222,420,336,1831,29,12,34,5,107,397,502,0,8,17,9,0,4,157,383,31,0,0,356,24,0,6,18,32,339,10,66,41,4109.2
Coos,2007,2748,284,44,240,394,343,2011,31,9,60,6,119,468,570,0,9,20,10,1,2,158,381,22,0,0,381,24,0,5,8,33,324,8,56,43,4354.5
Coos,2008,2789,301,61,240,437,339,2013,44,9,45,8,140,420,482,4,10,12,8,0,2,171,522,24,0,0,385,26,0,6,11,19,348,4,62,27,4407.2
Coos,2009,2495,296,43,253,352,353,1790,27,10,43,6,133,373,413,1,7,9,15,1,7,186,405,24,2,0,409,32,0,4,10,13,270,0,65,30,3951.4
Coos,2010,2822,524,104,420,348,528,1946,88,6,56,1,182,385,467,2,1,11,17,0,6,347,394,17,1,1,430,33,0,6,9,45,204,4,68,41,4484.4
Coos,2011,2819,503,91,412,353,503,1963,73,2,61,4,216,489,431,1,3,9,12,0,0,337,269,14,3,2,484,39,0,5,10,25,221,4,63,42,4477.7
Coos,2012,2658,511,85,426,320,526,1812,66,1,68,3,211,495,356,0,3,15,18,0,1,334,262,24,1,1,428,10,0,3,15,14,223,6,60,40,4226.7
Crook,1991,1020,154,11,143,87,188,745,6,1,19,82,48,13,146,0,2,6,3,0,0,110,152,14,1,0,251,7,0,3,1,45,69,0,35,6,6873.1
Crook,1992,877,105,4,101,83,169,625,1,4,20,33,59,16,221,0,3,2,4,0,1,73,98,8,1,0,160,1,0,1,1,29,77,1,57,6,5709.5
Crook,1993,903,89,6,83,117,125,661,4,5,15,77,54,24,105,0,0,2,1,0,0,60,134,8,0,0,216,6,0,1,1,37,105,0,34,14,5651
Crook,1994,996,140,11,129,122,174,700,4,8,9,65,53,54,148,1,0,1,5,0,5,107,124,13,0,0,219,3,0,1,6,20,103,0,30,17,6051.3
Crook,1995,1061,183,5,178,124,226,711,4,4,15,73,69,67,94,0,2,0,2,0,0,144,134,19,0,0,218,9,0,0,1,33,110,3,39,21,6244.8
Crook,1996,1163,142,9,133,153,197,813,4,4,19,78,70,53,177,0,7,6,2,0,0,107,169,7,0,0,239,11,1,0,5,7,133,6,46,12,6683.9
Crook,1997,1387,214,11,203,185,266,936,8,1,16,39,58,98,193,0,4,5,3,0,1,171,202,16,0,0,305,16,0,1,2,21,157,0,54,16,7778.7
Crook,1998,1299,141,19,122,157,177,965,18,5,21,66,77,45,171,0,4,7,3,0,0,93,264,8,0,0,275,13,1,0,1,49,125,1,39,13,7083.2
Crook,1999,1047,70,7,63,96,102,849,6,4,11,46,62,54,188,0,1,1,2,0,0,49,263,3,0,0,195,14,0,1,0,27,75,0,32,13,5542.6
Crook,2000,1179,132,40,92,140,190,849,40,4,11,60,67,60,210,0,8,4,6,0,0,70,199,11,0,0,187,20,0,0,0,45,80,2,82,13,6132.4
Crook,2001,1273,175,68,107,155,165,953,67,5,32,68,77,73,192,0,12,5,7,0,0,71,282,4,0,0,211,15,0,0,1,15,72,4,37,23,6766.3
Crook,2002,938,155,58,97,117,149,672,56,1,19,37,45,58,163,0,8,9,1,0,0,71,157,7,2,0,177,7,0,0,0,10,52,1,40,17,5060.5
Crook,2003,1256,203,92,111,157,172,927,90,3,20,43,112,80,235,0,9,4,9,0,0,89,165,2,0,0,260,23,0,1,1,6,42,6,39,17,6974.8
Crook,2004,1122,201,77,124,138,180,804,74,7,28,29,108,72,179,0,8,10,3,0,0,96,153,0,0,0,226,18,0,0,3,11,43,0,36,18,6327.7
Crook,2005,1063,215,110,105,166,187,710,108,3,21,32,71,83,187,0,5,6,1,0,0,82,128,2,0,0,180,21,0,0,2,5,35,2,70,19,5528.4
Crook,2006,939,161,78,83,118,128,693,77,1,17,25,83,68,174,0,7,2,0,0,1,65,176,1,1,0,149,18,0,0,0,0,21,4,38,11,4614.4
Crook,2007,1182,211,82,129,133,193,856,77,2,34,25,180,107,199,0,3,3,4,0,0,93,153,2,1,0,176,15,0,1,3,5,36,0,55,8,5606.4
Crook,2008,836,142,37,105,86,163,587,36,1,8,22,123,65,117,0,4,0,6,0,1,95,96,2,0,0,144,22,0,1,0,6,26,0,51,10,3904
Crook,2009,920,159,41,118,104,173,643,39,1,14,12,160,95,103,0,8,4,6,0,0,103,125,1,1,1,133,21,0,1,0,1,41,3,41,6,4354.9
Crook,2010,795,125,34,91,83,142,570,31,0,11,14,153,77,85,0,3,0,5,0,0,79,101,1,1,0,123,14,0,0,2,2,35,5,41,12,2914.2
Crook,2011,737,118,29,89,68,129,540,29,0,18,4,112,77,81,1,3,2,1,0,0,70,114,1,0,0,127,10,0,0,0,12,29,1,35,10,3534.1
Crook,2012,821,147,30,117,88,170,563,30,2,13,10,131,81,101,0,1,0,1,0,0,99,114,5,0,0,110,19,1,0,0,9,39,5,45,5,3975.8
Curry,1991,822,140,9,131,111,173,538,6,6,23,7,6,80,296,0,0,0,3,0,2,95,77,13,1,0,39,11,1,2,0,19,89,0,33,13,4183.3
Curry,1992,1006,207,17,190,156,244,606,12,3,55,9,7,67,302,0,2,5,13,0,1,117,128,18,1,1,60,11,0,2,2,18,126,1,32,13,5060.4
Curry,1993,900,170,13,157,158,210,532,9,0,28,27,16,62,247,0,0,9,16,0,0,118,99,11,0,0,59,6,0,3,1,13,139,0,28,9,4418.3
Curry,1994,1010,192,24,168,181,220,609,23,1,34,2,14,108,233,0,3,9,12,0,0,122,88,12,1,1,128,4,0,0,0,18,152,2,28,15,4876.9
Curry,1995,1144,211,25,186,209,234,701,23,1,41,8,20,127,261,0,7,11,4,0,0,114,104,31,0,0,119,3,0,1,1,23,181,1,31,32,5450.4
Curry,1996,1028,183,18,165,178,206,644,17,0,35,7,19,125,238,0,0,7,5,0,1,103,104,27,0,0,109,9,0,1,0,18,150,1,28,24,4895.3
Curry,1997,909,128,19,109,140,146,623,14,2,28,4,21,102,219,0,5,8,5,0,0,66,109,15,0,0,127,4,0,4,1,18,117,0,22,18,4322.3
Curry,1998,1113,181,17,164,192,226,695,14,4,42,0,34,140,212,0,5,11,15,0,1,104,108,18,0,1,163,12,1,2,1,9,161,4,28,23,5292.7
