County,Year,Assault,Homicide,Sex Crime,Kidnapping,Robbery,Arson,Burglary,Forgery,Theft,Driving,Drugs,Other,Misdemeanor
WASHINGTON,2007,80.2,3.5,51.5,3.3,21.5,1,38,25.4,130.3,26.8,144,62.8,1175.6
WASHINGTON,2008,62.5,3.8,51.9,2.7,26,1.5,32.7,15,125,19.6,121.2,62.9,1131.7
WASHINGTON,2009,69.2,3.4,47.4,3.6,18.6,0.9,35.1,19.3,107.8,18.6,118.4,73,1131.8
WASHINGTON,2010,60.1,2.6,53.7,2.6,17.7,0.6,31.1,12.2,92.3,22.2,125,67.2,1073.7
WASHINGTON,2011,50.3,2.8,47.7,1.9,13.2,0.9,32.6,11.2,86.9,24.6,154.6,65.6,1050.2
WASHINGTON,2012,54.7,4.2,48.4,2.9,13.8,1.1,27.4,8.7,96.7,19.2,174.1,67.2,984.8
WASHINGTON,2013,55.2,2.7,43.6,1.1,13.2,1.5,24.7,7.6,102.5,12.9,191.1,71.5,919.8
WHEELER,1991,0,0,0,0,0,0,0,0,69.4,69.4,0,138.9,208.3
WHEELER,1992,69.4,0,138.9,0,0,0,486.1,0,694.4,277.8,208.3,208.3,277.8
WHEELER,1993,0,0,0,0,0,0,66.7,0,200,66.7,0,0,200
WHEELER,1994,0,0,0,127.4,0,0,0,0,63.7,0,0,0,127.4
WHEELER,1995,63.7,0,0,0,0,0,318.5,0,63.7,127.4,127.4,382.2,573.2
WHEELER,1996,122,0,243.9,0,0,0,243.9,0,0,122,0,182.9,487.8
WHEELER,1997,62.1,0,0,0,0,0,310.6,0,248.4,124.2,186.3,248.4,559
WHEELER,1998,127.4,0,127.4,0,0,0,127.4,0,0,127.4,127.4,63.7,955.4
WHEELER,1999,0,0,0,64.1,0,0,64.1,0,64.1,128.2,192.3,128.2,320.5
WHEELER,2000,0,0,129,0,0,0,0,0,0,64.5,258.1,387.1,516.1
WHEELER,2001,64.5,0,64.5,0,0,0,129,64.5,64.5,0,387.1,193.5,1032.3
WHEELER,2002,64.5,0,64.5,0,0,0,0,0,0,0,322.6,193.5,322.6
WHEELER,2003,129,0,64.5,0,0,0,0,0,193.5,64.5,580.6,387.1,193.5
WHEELER,2004,193.5,0,64.5,0,0,64.5,0,0,129,129,129,709.7,258.1
WHEELER,2005,64.5,0,0,0,0,0,64.5,64.5,64.5,0,129,193.5,387.1
WHEELER,2006,0,0,127.8,0,0,0,63.9,0,63.9,0,0,191.7,894.6
WHEELER,2007,127.4,0,63.7,0,0,0,0,0,318.5,0,127.4,382.2,254.8
WHEELER,2008,0,0,0,0,0,0,0,0,0,0,0,381,127
WHEELER,2009,126.2,0,0,0,0,0,0,0,63.1,0,0,63.1,126.2
WHEELER,2010,69.4,0,0,69.4,0,0,0,0,0,0,0,69.4,416.7
WHEELER,2011,69.7,0,69.7,0,0,0,69.7,0,0,0,139.4,69.7,278.7
WHEELER,2012,70.2,0,70.2,0,0,0,0,0,0,0,0,70.2,421.1
WHEELER,2013,139.9,0,0,0,0,0,279.7,0,69.9,69.9,349.7,699.3,2377.6
YAMHILL,1991,88.5,13.3,87.1,1.5,28,11.8,126.9,32.5,144.6,386.6,212.5,103.3,2406.7
YAMHILL,1992,105.1,7.2,86.3,8.6,11.5,5.8,96.4,50.4,194.3,365.5,169.8,154,1879.4
YAMHILL,1993,105.2,16.8,116.4,29.5,23.8,11.2,155.7,120.7,260.9,429.3,364.8,218.9,1675.1
YAMHILL,1994,94,13.6,91.3,17.7,16.4,2.7,160.8,132.2,207.2,403.4,393.9,246.7,1815.5
YAMHILL,1995,118.6,19.8,64.6,21.1,29,2.6,176.6,43.5,246.4,363.7,455.9,260.9,1803.9
YAMHILL,1996,102.2,15.3,108.6,14.1,47.3,5.1,164.8,23,214.6,343.7,328.4,208.3,1673.7
YAMHILL,1997,117.1,32.4,103.4,15,27.4,5,173.2,18.7,304,383.8,343.9,205.6,1763.2
YAMHILL,1998,106.7,9.7,80,7.3,10.9,0,70.3,7.3,151.5,202.4,232.7,130.9,1520
YAMHILL,1999,153.6,0,89.3,14.3,11.9,1.2,51.2,23.8,97.7,119.1,181,142.9,1280.2
YAMHILL,2000,159.1,0,62,15.2,11.7,5.8,60.8,8.2,146.2,40.9,274.9,139.2,1590.6
YAMHILL,2001,143.5,5.8,103,11.6,6.9,4.6,44,6.9,182.9,37,358.8,159.7,1628.5
YAMHILL,2002,122.3,6.9,74.3,16,14.9,0,61.7,17.1,189.7,32,400,187.4,1286.9
YAMHILL,2003,145.2,4.5,83.9,14.7,15.9,0,80.5,13.6,130.5,35.2,482.1,140.7,1211.6
YAMHILL,2004,122.2,4.5,85.2,7.8,4.5,1.1,58.3,7.8,123.3,39.2,457.4,153.6,1407
YAMHILL,2005,93,4.4,80.8,11.1,14.4,2.2,49.8,8.9,88.6,35.4,382,138.4,1518.1
YAMHILL,2006,79.6,9.8,86.2,4.4,5.5,4.4,46.9,3.3,82.9,45.8,283.6,114.5,1330.8
YAMHILL,2007,101,9.7,83.8,4.3,4.3,1.1,38.7,3.2,108.5,27.9,186.9,77.3,1255.8
YAMHILL,2008,112.4,3.2,74.2,11.7,17,0,33.9,2.1,110.3,22.3,176,82.7,1313.5
YAMHILL,2009,61.9,4.2,92.4,5.2,19.9,1,35.7,3.1,101.8,28.3,178.5,85,1281.9
YAMHILL,2010,80.5,6,79.5,3,14.1,1,42.3,6,89.5,30.2,271.6,85.5,1215.2
YAMHILL,2011,77.1,1,46.1,2,11,1,46.1,3,69.1,34.1,240.4,101.2,1116.7
YAMHILL,2012,48.7,1,28.8,2,8,0,33.8,1,38.8,15.9,122.3,39.8,394.8
YAMHILL,2013,45.4,0,36.5,1,4.9,0,27.6,3,38.5,17.8,126.2,49.3,278.1
STATE,1991,78.4,13.5,72.2,10.4,55.2,5.6,145.7,58,196.2,182.4,420.2,158.9,2477.7
STATE,1992,82.9,15.6,75,10.5,50.5,4.4,146,58.9,189.5,220.7,463.7,153.5,2307.4
STATE,1993,89.9,15.5,74.4,12.5,44.6,4.4,124.7,58.7,195.3,196.3,502.2,149.7,2134.9
STATE,1994,77.4,13.3,55.3,11.9,38.9,3.8,114.1,24.6,191,216.4,472.7,172.9,2070.7
STATE,1995,83.8,15.3,50.9,10.8,47.5,5.1,112.9,20.5,213.6,219.8,538.1,193.4,2168.5
STATE,1996,80.9,11.6,55,10.9,44.2,2.5,99.7,18.4,176,203,432.9,179.1,2045.8
STATE,1997,86.3,11,56.4,12.6,37.2,3.2,102.4,29,201.7,197,495,199.8,2086.5
STATE,1998,99.7,9.1,48.1,10.5,34.1,2.6,79.4,29.2,157.3,159,407.5,181,2059.3
STATE,1999,123.4,7.5,52,8.5,26.5,2.1,65.8,29,137.7,113,414.3,156.6,1992.3
STATE,2000,132.7,7.2,53.3,10.3,28.1,2.7,65.1,22.3,154.9,39,428.7,142.6,2050.2
STATE,2001,129.5,7.2,56.9,8.3,26.9,2.5,66.5,22.3,169.5,42.3,403.2,137.8,1907.3
STATE,2002,118.5,6.6,54.6,9.6,25.9,2.9,67.9,17.6,178.2,40.9,419,133.4,1883.7
STATE,2003,119.6,7.4,54.6,11.9,27.8,2.6,72.8,16.5,185.4,41.7,388.3,126.4,1944.5
STATE,2004,110.9,7.2,56.4,8.5,29.8,2.3,71.9,18.5,185,41.7,454.4,120,1896
STATE,2005,114.3,8.3,57.1,8.3,24.8,2.1,71.9,16.9,196.4,42.4,475.6,150.4,1852.5
STATE,2006,109.2,6.8,60.9,5.7,27,2.5,68.3,13.7,180.9,42,383.4,138.5,1836.4
STATE,2007,109.1,6.4,57.1,6.7,28.6,2.7,63.7,13.1,170.6,41.2,334.9,113.1,1792.2
STATE,2008,102.4,6.5,59,6.1,27.5,2.4,58.6,9.3,149,34,262,102.3,1770.3
STATE,2009,95.7,5.3,58.1,4.6,25.4,2.1,55.3,9.3,130.6,31.8,262.9,111.8,1755.9
STATE,2010,85.2,6.7,58.2,5,23.6,2,56.6,7.7,121.5,30.2,274.3,112.1,1644.7
STATE,2011,77.2,4.7,49.7,4,19.5,1.8,57.2,8.3,118.6,37.7,313.5,117.2,1623
STATE,2012,76.1,5.5,50.1,3.9,25.5,1.9,58.6,5.7,128.9,33.1,315.6,118.1,1547.5
STATE,2013,67.1,5,40.9,2.9,20.4,1.9,53.4,6.3,122.6,27.4,304.5,106.9,1293.4
